departureAirportFsCode;arrivalAirportFsCode;departureDate;wPrecio;wRetardo;wDuracion;idConnection;directo;departureAirportFsCode_v1;fSalida_v1;hSalida_v1;carrierFsCode_v1;flightNumber_v1;arrivalAirportFsCode_v1;fLlegada_v1;hLlegada_v1;codeshares_v1;temp_v1;humidity_v1;pressure_v1;weather_v1;windSpeed_v1;windDeg_v1;departureAirportFsCode_v2;fSalida_v2;hSalida_v2;carrierFsCode_v2;flightNumber_v2;arrivalAirportFsCode_v2;fLlegada_v2;hLlegada_v2;codeshares_v2;temp_v2;humidity_v2;pressure_v2;weather_v2;windSpeed_v2;windDeg_v2;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_200;false;AUH;2019-10-31;02:15;EY;49;BCN;2019-10-31;06:50;[];null;null;null;null;null;null;BCN;2019-10-31;17:25;KL;1674;AMS;2019-10-31;19:55;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_201;false;AUH;2019-10-31;02:35;EY;51;GVA;2019-10-31;06:45;[];null;null;null;null;null;null;GVA;2019-10-31;17:30;KL;1932;AMS;2019-10-31;19:15;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_202;false;AUH;2019-10-31;02:20;AF;3801;CDG;2019-10-31;07:00;[(EY-null)];null;null;null;null;null;null;CDG;2019-10-31;18:15;AF;1440;AMS;2019-10-31;19:35;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_202;false;AUH;2019-10-31;02:20;EY;null;CDG;2019-10-31;07:00;[(AF-3801)];null;null;null;null;null;null;CDG;2019-10-31;18:15;AF;1440;AMS;2019-10-31;19:35;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_203;false;AUH;2019-10-31;02:45;EY;81;MXP;2019-10-31;06:40;[];null;null;null;null;null;null;MXP;2019-10-31;16:55;KL;1632;AMS;2019-10-31;18:55;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_204;false;AUH;2019-10-31;02:05;BA;72;LHR;2019-10-31;06:15;[];null;null;null;null;null;null;LHR;2019-10-31;17:50;KL;1030;AMS;2019-10-31;20:10;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_205;false;AUH;2019-10-31;02:10;EY;75;MAD;2019-10-31;07:25;[];null;null;null;null;null;null;MAD;2019-10-31;15:00;UX;1093;AMS;2019-10-31;17:45;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_206;false;AUH;2019-10-31;02:45;EY;1;FRA;2019-10-31;06:45;[];null;null;null;null;null;null;FRA;2019-10-31;17:50;WA;1770;AMS;2019-10-31;19:05;[(KL-1770)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_206;false;AUH;2019-10-31;02:45;EY;1;FRA;2019-10-31;06:45;[];null;null;null;null;null;null;FRA;2019-10-31;17:50;KL;1770;AMS;2019-10-31;19:05;[(WA-1770)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_207;false;AUH;2019-10-31;02:45;EY;1;FRA;2019-10-31;06:45;[];null;null;null;null;null;null;FRA;2019-10-31;17:40;LH;998;AMS;2019-10-31;18:55;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_209;false;AUH;2019-10-31;02:40;EY;5;MUC;2019-10-31;06:15;[];null;null;null;null;null;null;MUC;2019-10-31;17:35;CL;2308;AMS;2019-10-31;19:10;[(LH-2308)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_209;false;AUH;2019-10-31;02:40;EY;5;MUC;2019-10-31;06:15;[];null;null;null;null;null;null;MUC;2019-10-31;17:35;LH;2308;AMS;2019-10-31;19:10;[(CL-2308)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_211;false;AUH;2019-10-31;02:20;AF;3801;CDG;2019-10-31;07:00;[(EY-null)];null;null;null;null;null;null;CDG;2019-10-31;18:40;AF;8240;AMS;2019-10-31;20:00;[(KL-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_211;false;AUH;2019-10-31;02:20;EY;null;CDG;2019-10-31;07:00;[(AF-3801)];null;null;null;null;null;null;CDG;2019-10-31;18:40;AF;8240;AMS;2019-10-31;20:00;[(KL-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_211;false;AUH;2019-10-31;02:20;AF;3801;CDG;2019-10-31;07:00;[(EY-null)];null;null;null;null;null;null;CDG;2019-10-31;18:40;KL;null;AMS;2019-10-31;20:00;[(AF-8240)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_211;false;AUH;2019-10-31;02:20;EY;null;CDG;2019-10-31;07:00;[(AF-3801)];null;null;null;null;null;null;CDG;2019-10-31;18:40;KL;null;AMS;2019-10-31;20:00;[(AF-8240)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_212;false;AUH;2019-10-31;02:20;AF;3801;CDG;2019-10-31;07:00;[(EY-null)];null;null;null;null;null;null;CDG;2019-10-31;18:15;KL;2022;AMS;2019-10-31;19:35;[(AF-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_212;false;AUH;2019-10-31;02:20;EY;null;CDG;2019-10-31;07:00;[(AF-3801)];null;null;null;null;null;null;CDG;2019-10-31;18:15;KL;2022;AMS;2019-10-31;19:35;[(AF-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_212;false;AUH;2019-10-31;02:20;AF;3801;CDG;2019-10-31;07:00;[(EY-null)];null;null;null;null;null;null;CDG;2019-10-31;18:15;AF;null;AMS;2019-10-31;19:35;[(KL-2022)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_212;false;AUH;2019-10-31;02:20;EY;null;CDG;2019-10-31;07:00;[(AF-3801)];null;null;null;null;null;null;CDG;2019-10-31;18:15;AF;null;AMS;2019-10-31;19:35;[(KL-2022)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_213;false;AUH;2019-10-31;02:45;AZ;7067;MXP;2019-10-31;06:40;[(EY-null)];null;null;null;null;null;null;MXP;2019-10-31;16:55;KL;1632;AMS;2019-10-31;18:55;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_213;false;AUH;2019-10-31;02:45;EY;null;MXP;2019-10-31;06:40;[(AZ-7067)];null;null;null;null;null;null;MXP;2019-10-31;16:55;KL;1632;AMS;2019-10-31;18:55;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_214;false;AUH;2019-10-31;02:10;UX;2702;MAD;2019-10-31;07:25;[(EY-null)];null;null;null;null;null;null;MAD;2019-10-31;15:00;UX;1093;AMS;2019-10-31;17:45;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_214;false;AUH;2019-10-31;02:10;EY;null;MAD;2019-10-31;07:25;[(UX-2702)];null;null;null;null;null;null;MAD;2019-10-31;15:00;UX;1093;AMS;2019-10-31;17:45;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_215;false;AUH;2019-10-31;02:20;EY;31;CDG;2019-10-31;07:00;[];null;null;null;null;null;null;CDG;2019-10-31;18:15;AF;1440;AMS;2019-10-31;19:35;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_216;false;AUH;2019-10-31;02:20;EY;31;CDG;2019-10-31;07:00;[];null;null;null;null;null;null;CDG;2019-10-31;18:40;AF;8240;AMS;2019-10-31;20:00;[(KL-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_216;false;AUH;2019-10-31;02:20;EY;31;CDG;2019-10-31;07:00;[];null;null;null;null;null;null;CDG;2019-10-31;18:40;KL;null;AMS;2019-10-31;20:00;[(AF-8240)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_217;false;AUH;2019-10-31;02:20;EY;31;CDG;2019-10-31;07:00;[];null;null;null;null;null;null;CDG;2019-10-31;18:15;KL;2022;AMS;2019-10-31;19:35;[(AF-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_217;false;AUH;2019-10-31;02:20;EY;31;CDG;2019-10-31;07:00;[];null;null;null;null;null;null;CDG;2019-10-31;18:15;AF;null;AMS;2019-10-31;19:35;[(KL-2022)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_218;false;AUH;2019-10-31;02:35;HU;8821;GVA;2019-10-31;06:45;[(EY-null)];null;null;null;null;null;null;GVA;2019-10-31;17:30;KL;1932;AMS;2019-10-31;19:15;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_218;false;AUH;2019-10-31;02:35;EY;null;GVA;2019-10-31;06:45;[(HU-8821)];null;null;null;null;null;null;GVA;2019-10-31;17:30;KL;1932;AMS;2019-10-31;19:15;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_219;false;AUH;2019-10-31;02:40;EY;5;MUC;2019-10-31;06:15;[];null;null;null;null;null;null;MUC;2019-10-31;17:35;KL;1798;AMS;2019-10-31;19:15;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_220;false;AUH;2019-10-31;02:20;AF;3801;CDG;2019-10-31;07:00;[(EY-null)];null;null;null;null;null;null;CDG;2019-10-31;18:40;KL;1244;AMS;2019-10-31;20:00;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_220;false;AUH;2019-10-31;02:20;EY;null;CDG;2019-10-31;07:00;[(AF-3801)];null;null;null;null;null;null;CDG;2019-10-31;18:40;KL;1244;AMS;2019-10-31;20:00;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_221;false;AUH;2019-10-31;02:20;EY;31;CDG;2019-10-31;07:00;[];null;null;null;null;null;null;CDG;2019-10-31;18:40;KL;1244;AMS;2019-10-31;20:00;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_222;false;AUH;2019-10-31;02:05;BA;72;LHR;2019-10-31;06:15;[];null;null;null;null;null;null;LHR;2019-10-31;19:40;BA;444;AMS;2019-10-31;22:00;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_223;false;AUH;2019-10-31;02:35;EY;51;GVA;2019-10-31;06:45;[];null;null;null;null;null;null;GVA;2019-10-31;19:25;WA;1934;AMS;2019-10-31;21:10;[(KL-1934)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_223;false;AUH;2019-10-31;02:35;EY;51;GVA;2019-10-31;06:45;[];null;null;null;null;null;null;GVA;2019-10-31;19:25;KL;1934;AMS;2019-10-31;21:10;[(WA-1934)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_224;false;AUH;2019-10-31;02:35;HU;8821;GVA;2019-10-31;06:45;[(EY-null)];null;null;null;null;null;null;GVA;2019-10-31;19:25;WA;1934;AMS;2019-10-31;21:10;[(KL-1934)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_224;false;AUH;2019-10-31;02:35;EY;null;GVA;2019-10-31;06:45;[(HU-8821)];null;null;null;null;null;null;GVA;2019-10-31;19:25;WA;1934;AMS;2019-10-31;21:10;[(KL-1934)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_224;false;AUH;2019-10-31;02:35;HU;8821;GVA;2019-10-31;06:45;[(EY-null)];null;null;null;null;null;null;GVA;2019-10-31;19:25;KL;1934;AMS;2019-10-31;21:10;[(WA-1934)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_224;false;AUH;2019-10-31;02:35;EY;null;GVA;2019-10-31;06:45;[(HU-8821)];null;null;null;null;null;null;GVA;2019-10-31;19:25;KL;1934;AMS;2019-10-31;21:10;[(WA-1934)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_225;false;AUH;2019-10-31;02:05;BA;72;LHR;2019-10-31;06:15;[];null;null;null;null;null;null;LHR;2019-10-31;18:40;BA;426;AMS;2019-10-31;21:00;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_226;false;AUH;2019-10-31;02:10;EY;75;MAD;2019-10-31;07:25;[];null;null;null;null;null;null;MAD;2019-10-31;16:50;KL;1704;AMS;2019-10-31;19:35;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_227;false;AUH;2019-10-31;02:10;UX;2702;MAD;2019-10-31;07:25;[(EY-null)];null;null;null;null;null;null;MAD;2019-10-31;16:50;KL;1704;AMS;2019-10-31;19:35;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_227;false;AUH;2019-10-31;02:10;EY;null;MAD;2019-10-31;07:25;[(UX-2702)];null;null;null;null;null;null;MAD;2019-10-31;16:50;KL;1704;AMS;2019-10-31;19:35;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_228;false;AUH;2019-10-31;02:15;EY;45;DUB;2019-10-31;06:45;[];null;null;null;null;null;null;DUB;2019-10-31;17:00;EI;610;AMS;2019-10-31;19:45;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_229;false;AUH;2019-10-31;02:10;EY;75;MAD;2019-10-31;07:25;[];null;null;null;null;null;null;MAD;2019-10-31;16:50;EY;7406;AMS;2019-10-31;19:35;[(KL-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_229;false;AUH;2019-10-31;02:10;EY;75;MAD;2019-10-31;07:25;[];null;null;null;null;null;null;MAD;2019-10-31;16:50;KL;null;AMS;2019-10-31;19:35;[(EY-7406)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_230;false;AUH;2019-10-31;02:15;EY;45;DUB;2019-10-31;06:45;[];null;null;null;null;null;null;DUB;2019-10-31;17:00;EY;7866;AMS;2019-10-31;19:45;[(EI-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_230;false;AUH;2019-10-31;02:15;EY;45;DUB;2019-10-31;06:45;[];null;null;null;null;null;null;DUB;2019-10-31;17:00;EI;null;AMS;2019-10-31;19:45;[(EY-7866)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_231;false;AUH;2019-10-31;02:15;EY;45;DUB;2019-10-31;06:45;[];null;null;null;null;null;null;DUB;2019-10-31;17:00;BA;8968;AMS;2019-10-31;19:45;[(EI-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_231;false;AUH;2019-10-31;02:15;EY;45;DUB;2019-10-31;06:45;[];null;null;null;null;null;null;DUB;2019-10-31;17:00;EI;null;AMS;2019-10-31;19:45;[(BA-8968)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_232;false;AUH;2019-10-31;02:05;BA;72;LHR;2019-10-31;06:15;[];null;null;null;null;null;null;LHR;2019-10-31;18:50;WA;1024;AMS;2019-10-31;21:05;[(KL-1024)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_232;false;AUH;2019-10-31;02:05;BA;72;LHR;2019-10-31;06:15;[];null;null;null;null;null;null;LHR;2019-10-31;18:50;KL;1024;AMS;2019-10-31;21:05;[(WA-1024)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_233;false;AUH;2019-10-31;02:45;LH;9655;FRA;2019-10-31;06:45;[(EY-null)];null;null;null;null;null;null;FRA;2019-10-31;19:20;WA;1774;AMS;2019-10-31;20:40;[(KL-1774)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_233;false;AUH;2019-10-31;02:45;EY;null;FRA;2019-10-31;06:45;[(LH-9655)];null;null;null;null;null;null;FRA;2019-10-31;19:20;WA;1774;AMS;2019-10-31;20:40;[(KL-1774)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_233;false;AUH;2019-10-31;02:45;LH;9655;FRA;2019-10-31;06:45;[(EY-null)];null;null;null;null;null;null;FRA;2019-10-31;19:20;KL;1774;AMS;2019-10-31;20:40;[(WA-1774)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_233;false;AUH;2019-10-31;02:45;EY;null;FRA;2019-10-31;06:45;[(LH-9655)];null;null;null;null;null;null;FRA;2019-10-31;19:20;KL;1774;AMS;2019-10-31;20:40;[(WA-1774)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_234;false;AUH;2019-10-31;02:45;EY;1;FRA;2019-10-31;06:45;[];null;null;null;null;null;null;FRA;2019-10-31;19:20;WA;1774;AMS;2019-10-31;20:40;[(KL-1774)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_234;false;AUH;2019-10-31;02:45;EY;1;FRA;2019-10-31;06:45;[];null;null;null;null;null;null;FRA;2019-10-31;19:20;KL;1774;AMS;2019-10-31;20:40;[(WA-1774)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_235;false;AUH;2019-10-31;02:15;UX;2736;BCN;2019-10-31;06:50;[(EY-null)];null;null;null;null;null;null;BCN;2019-10-31;18:30;IB;5300;AMS;2019-10-31;21:00;[(VY-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_235;false;AUH;2019-10-31;02:15;EY;null;BCN;2019-10-31;06:50;[(UX-2736)];null;null;null;null;null;null;BCN;2019-10-31;18:30;IB;5300;AMS;2019-10-31;21:00;[(VY-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_235;false;AUH;2019-10-31;02:15;UX;2736;BCN;2019-10-31;06:50;[(EY-null)];null;null;null;null;null;null;BCN;2019-10-31;18:30;VY;null;AMS;2019-10-31;21:00;[(IB-5300)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_235;false;AUH;2019-10-31;02:15;EY;null;BCN;2019-10-31;06:50;[(UX-2736)];null;null;null;null;null;null;BCN;2019-10-31;18:30;VY;null;AMS;2019-10-31;21:00;[(IB-5300)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_236;false;AUH;2019-10-31;02:15;EY;49;BCN;2019-10-31;06:50;[];null;null;null;null;null;null;BCN;2019-10-31;18:30;IB;5300;AMS;2019-10-31;21:00;[(VY-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_236;false;AUH;2019-10-31;02:15;EY;49;BCN;2019-10-31;06:50;[];null;null;null;null;null;null;BCN;2019-10-31;18:30;VY;null;AMS;2019-10-31;21:00;[(IB-5300)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_237;false;AUH;2019-10-31;02:35;EY;15;MAN;2019-10-31;06:40;[];null;null;null;null;null;null;MAN;2019-10-31;17:25;KL;1080;AMS;2019-10-31;19:50;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_238;false;AUH;2019-10-31;02:15;UX;2736;BCN;2019-10-31;06:50;[(EY-null)];null;null;null;null;null;null;BCN;2019-10-31;18:30;VY;8306;AMS;2019-10-31;21:00;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_238;false;AUH;2019-10-31;02:15;EY;null;BCN;2019-10-31;06:50;[(UX-2736)];null;null;null;null;null;null;BCN;2019-10-31;18:30;VY;8306;AMS;2019-10-31;21:00;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_239;false;AUH;2019-10-31;02:15;EY;49;BCN;2019-10-31;06:50;[];null;null;null;null;null;null;BCN;2019-10-31;18:30;VY;8306;AMS;2019-10-31;21:00;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_240;false;AUH;2019-10-31;02:20;AF;3801;CDG;2019-10-31;07:00;[(EY-null)];null;null;null;null;null;null;CDG;2019-10-31;20:25;KL;1246;AMS;2019-10-31;21:40;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_240;false;AUH;2019-10-31;02:20;EY;null;CDG;2019-10-31;07:00;[(AF-3801)];null;null;null;null;null;null;CDG;2019-10-31;20:25;KL;1246;AMS;2019-10-31;21:40;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_241;false;AUH;2019-10-31;02:20;EY;31;CDG;2019-10-31;07:00;[];null;null;null;null;null;null;CDG;2019-10-31;20:25;KL;1246;AMS;2019-10-31;21:40;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_242;false;AUH;2019-10-31;02:20;AF;3801;CDG;2019-10-31;07:00;[(EY-null)];null;null;null;null;null;null;CDG;2019-10-31;20:25;AF;8242;AMS;2019-10-31;21:40;[(KL-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_242;false;AUH;2019-10-31;02:20;EY;null;CDG;2019-10-31;07:00;[(AF-3801)];null;null;null;null;null;null;CDG;2019-10-31;20:25;AF;8242;AMS;2019-10-31;21:40;[(KL-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_242;false;AUH;2019-10-31;02:20;AF;3801;CDG;2019-10-31;07:00;[(EY-null)];null;null;null;null;null;null;CDG;2019-10-31;20:25;KL;null;AMS;2019-10-31;21:40;[(AF-8242)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_242;false;AUH;2019-10-31;02:20;EY;null;CDG;2019-10-31;07:00;[(AF-3801)];null;null;null;null;null;null;CDG;2019-10-31;20:25;KL;null;AMS;2019-10-31;21:40;[(AF-8242)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_243;false;AUH;2019-10-31;02:20;EY;31;CDG;2019-10-31;07:00;[];null;null;null;null;null;null;CDG;2019-10-31;20:25;AF;8242;AMS;2019-10-31;21:40;[(KL-null)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_243;false;AUH;2019-10-31;02:20;EY;31;CDG;2019-10-31;07:00;[];null;null;null;null;null;null;CDG;2019-10-31;20:25;KL;null;AMS;2019-10-31;21:40;[(AF-8242)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_244;false;AUH;2019-10-31;02:40;EY;85;FCO;2019-10-31;06:20;[];null;null;null;null;null;null;FCO;2019-10-31;17:15;KL;1604;AMS;2019-10-31;19:50;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_245;false;AUH;2019-10-31;02:40;AZ;7045;FCO;2019-10-31;06:20;[(EY-null)];null;null;null;null;null;null;FCO;2019-10-31;17:15;KL;1604;AMS;2019-10-31;19:50;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_245;false;AUH;2019-10-31;02:40;EY;null;FCO;2019-10-31;06:20;[(AZ-7045)];null;null;null;null;null;null;FCO;2019-10-31;17:15;KL;1604;AMS;2019-10-31;19:50;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_246;false;AUH;2019-10-31;02:45;EY;81;MXP;2019-10-31;06:40;[];null;null;null;null;null;null;MXP;2019-10-31;19:25;WA;1634;AMS;2019-10-31;21:20;[(KL-1634)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_246;false;AUH;2019-10-31;02:45;EY;81;MXP;2019-10-31;06:40;[];null;null;null;null;null;null;MXP;2019-10-31;19:25;KL;1634;AMS;2019-10-31;21:20;[(WA-1634)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_247;false;AUH;2019-10-31;02:45;AZ;7067;MXP;2019-10-31;06:40;[(EY-null)];null;null;null;null;null;null;MXP;2019-10-31;19:25;WA;1634;AMS;2019-10-31;21:20;[(KL-1634)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_247;false;AUH;2019-10-31;02:45;EY;null;MXP;2019-10-31;06:40;[(AZ-7067)];null;null;null;null;null;null;MXP;2019-10-31;19:25;WA;1634;AMS;2019-10-31;21:20;[(KL-1634)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_247;false;AUH;2019-10-31;02:45;AZ;7067;MXP;2019-10-31;06:40;[(EY-null)];null;null;null;null;null;null;MXP;2019-10-31;19:25;KL;1634;AMS;2019-10-31;21:20;[(WA-1634)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_247;false;AUH;2019-10-31;02:45;EY;null;MXP;2019-10-31;06:40;[(AZ-7067)];null;null;null;null;null;null;MXP;2019-10-31;19:25;KL;1634;AMS;2019-10-31;21:20;[(WA-1634)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_248;false;AUH;2019-10-31;02:40;EY;11;LHR;2019-10-31;06:45;[];null;null;null;null;null;null;LHR;2019-10-31;17:05;WA;1022;AMS;2019-10-31;19:25;[(KL-1022)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191031_248;false;AUH;2019-10-31;02:40;EY;11;LHR;2019-10-31;06:45;[];null;null;null;null;null;null;LHR;2019-10-31;17:05;KL;1022;AMS;2019-10-31;19:25;[(WA-1022)];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191101_29;false;AUH;2019-10-31;21:00;OMS;258;MCT;2019-10-31;22:15;[];null;null;null;null;null;null;MCT;2019-10-31;23:25;KL;422;AMS;2019-11-01;06:30;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191101_49;false;AUH;2019-10-31;23:30;EY;3153;BAH;2019-10-31;23:45;[(GF-null)];null;null;null;null;null;null;BAH;2019-11-01;01:15;KL;446;AMS;2019-11-01;08:15;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191101_49;false;AUH;2019-10-31;23:30;GF;null;BAH;2019-10-31;23:45;[(EY-3153)];null;null;null;null;null;null;BAH;2019-11-01;01:15;KL;446;AMS;2019-11-01;08:15;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191101_50;false;AUH;2019-10-31;23:30;GF;547;BAH;2019-10-31;23:45;[];null;null;null;null;null;null;BAH;2019-11-01;01:15;KL;446;AMS;2019-11-01;08:15;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191101_56;false;AUH;2019-10-31;20:25;EY;307;KWI;2019-10-31;21:20;[];null;null;null;null;null;null;KWI;2019-11-01;03:55;KL;446;AMS;2019-11-01;08:15;[];null;null;null;null;null;null;
AUH;AMS;20191031;1;3;2;AUHAMS_20191101_59;false;AUH;2019-10-31;17:45;G8;6;BOM;2019-10-31;22:20;[];null;null;null;null;null;null;BOM;2019-11-01;02:30;KL;878;AMS;2019-11-01;07:25;[];null;null;null;null;null;null;
